name,description,cuisine,course,diet,ingredients_name,ingredients_quantity,prep_time (in mins),cook_time (in mins),instructions,image_url
Maltesers Butter Cookie Recipe,"The Maltesers Butter Cookies Recipe will definitely please everyone's taste buds with its melt in the mouth texture. If you munch these buttery cookies trust me you won't stop just with one, yes they are dangerously addictive and the addition of Maltesers makes it delectable.",Continental,Snack,Vegetarian,"Maltesers, Butter (Salted), Icing Sugar, Milk, Vanilla Extract, All Purpose Flour (Maida), Salt",100 grams Maltesers  3/4 cup Butter (Salted)  1 cup Icing Sugar  3 tablespoon Milk  1 teaspoon Vanilla Extract  2-1/2 cups All Purpose Flour (Maida)  1/2 teaspoon Salt,20.0,30.0,"To begin making the Maltesers Butter Cookie Recipe, line up a baking tray with baking sheet and keep aside. Sift together flour and salt and keep aside.Add butter and icing sugar together in the bowl of your electric beater. Beat on medium speed until the mixture becomes creamy.Add the milk, vanilla extract and beat again until combined. Now add the flour and beat on slow speed until flour gets well mixed.Do not over beat. Use your hands to bring the dough together. Wrap the butter cookie dough in a cling film and refrigerate for about an hour.Once the cookie dough has firmed up in the refrigerator. Preheat oven to 180 C.Dust a rolling surface with enough flour, roll the butter cookie dough and using a cookie cutter, cut the dough as any shape as you desire. Transfer the butter cookies in a lined baking tray.Drop a maltesers on the top and slightly give a press. Bake the cookies for 10 -15 minutes in middle rack of the oven until you notice slight cracks on the cookie.Remove the cookie from the oven and allow the Maltesers Butter Cookie to cool completely on a wire rack. Once cooled, the cookies are ready to be served.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Priya__Sures/Maltesers_Butter_Cookie_Recipe-1.jpg
Eggless Spooky Witch Finger Cookie Recipe (Perfect Halloween Cookies),"Quick and easy to make and absolutely spooky to look at, these Eggless Spooky Witch Finger Cookies will give your little one the nutrition he needs and scare his friends while doing so. They taste yummy and delicious and make a wonderful after-school snack option for the kids. These cookies also make a perfect Halloween treat ",Continental,Snack,Vegetarian,"Whole Wheat Flour, Butter (Salted), Vanilla Extract, Sugar, Flax seed powder (flax meal), Baking powder, Salt, Whole Almonds (Badam)","3 cups Whole Wheat Flour  1 cup Butter (Salted) , soft or at room temperature  1 teaspoon Vanilla Extract  1 cup Sugar , (add more if required)  2 tablespoons Flax seed powder (flax meal)  1 teaspoon Baking powder  1 teaspoon Salt  3/4 cup Whole Almonds (Badam)",20.0,45.0,"To begin making the Eggless Spooky Witch Finger Cookie Recipe, preheat the oven to 180 C and grease a baking sheet with butter. Combine the butter, sugar and vanilla extract in a large bowl, and beat them well until they turn nice and fluffy. In another wide bowl, sieve the flour and add in the baking powder, salt and mix them well.Mix the dry ingredients along with the wet ingredients in the bowl and knead everything into soft pliable dough. If the dough seems a little hard, soften it by adding a little amount of milk. Once done, cover it with a plastic wrap, and refrigerate for about 30 minutes.Take a portion of the dough, divide it into small balls and shape them into thin long cylindrical strips. With a sharp knife, mark thin lines at different places to form finger knuckles and place an almond towards one end of the strips, to denote finger nails.Arrange these dough witch fingers on the baking sheet and bake them for about 15 to 20 minutes  until they turn golden brown. When done, remove from the oven and allow them to cool completely. The Eggless Spooky Witch Finger Cookies are now ready. Watch them scare the wits out of their little friends!Note: These Eggless Witch fingers can be made a batch at a time. The dough can always be stored in the fridge to be used later.",https://www.archanaskitchen.com/images/archanaskitchen/Dessert_Cookies/spooky_finger_halloween_cookies_shutterstock_17828041.jpg
Dark Chocolate and Star Anise Biscotti Recipe,"Dark Chocolate and Star Anise Biscotti recipe was handed down to me by my Aunt from Rome, Italy. Over the years I have adapted it to suit my taste buds. When baked just right, these Biscotti’s are crisp and delicious. Perfect for gifting options as they keep fresh for a fortnight and look festive when packed in a mason jar.",Continental,Snack,Vegetarian,"All Purpose Flour (Maida), Star anise, Baking powder, Butter (Salted), Caster Sugar, Whole Eggs, Egg yolks, Dark Chocolate Chips","2 cups All Purpose Flour (Maida)  3 teaspoons Star anise , slightly crushed in a food processor or chopper  1 teaspoon Baking powder  85 grams Butter (Salted) , softened  3/4 cup Caster Sugar , plus more for sprinkling  2 Whole Eggs  1 Egg yolks  3/4 cup Dark Chocolate Chips",20.0,45.0,"To begin making the Dark Chocolate and Star Anise Biscotti Recipe, place a rack in the centre of the oven and preheat the oven to 160°C. Prepare a cookie sheet with baking parchment and set aside.In a medium bowl, whisk together flour, star anise, baking powder and chocolate chips. Set aside.In another bowl, using an electric handheld beater, cream together the butter and sugar on medium speed until light and fluffy, 3-4 minutes.Reduce mixer to low, and add 1 of the eggs and egg yolk and beat until combined well, about 2 minutes.Add the flour mixture (dry ingredients) all at once, to the butter mixture, and beat together with a wooden spoon until well combined. Mixture may be dry and crumbly. Knead by hand until the mixture is blended thoroughly to form the biscotti dough.Divide the dough to form 2 logs roughly in the shape of 7-8 inches long and 1 ½ inches wide. Transfer this to the parchment lined cookie sheet; spaced at least 5 inches apart. Beat the reserved egg, brush over each log and sprinkle with a generous amount of sugar to cover each log.Bake the biscotti logs for 20 - 25 minutes or until golden brown and baked through. Let biscotti rest for 20 minutes until cool.Using a serrated knife, gently slice the biscotti slice into 1-inch thick slices. Keeping cut side up on the cookie sheet, bake for another 10 - 12 minutes. Let baked biscotti cool completely.Enjoy the Dark Chocolate and Star Anise Biscotti with a hot cup of tea or coffee.Note: The Dark Chocolate and Star Anise Biscotti will last, in an airtight container, at room temperature for up to 2-3 weeks.",https://www.archanaskitchen.com/images/archanaskitchen/Dessert_Cookies/Dark_Chocolate_and_Star_Anise_Biscotti_Recipe-1.jpg
Dried Cranberry & White Chocolate Chip Biscotti Recipe,"This traditional ""twice baked” Italian Dried cranberry and white chocolate chip biscotti recipe are known for its crisp texture and are perfect for dunking into tea or coffee (or even wine!). I have added Del Monte's dried cranberries and white chocolate chips for that perfect harmony of sweet and tart! Serve this Dried Cranberry & White Chocolate Chip Biscotti Recipe for a tea-time snack or goes well with evening tea-parties as well. This makes a good idea for kids snack box too.",Continental,Snack,Vegetarian,"All Purpose Flour (Maida), Baking powder, Butter (Unsalted), Caster Sugar, Whole Eggs, Vanilla Extract, Cranberries, White Chocolate","1 cup All Purpose Flour (Maida)  3/4 teaspoon Baking powder  1/4 cup Butter (Unsalted) , at room temperature  1/4 cup Caster Sugar  1 Whole Eggs  1 teaspoon Vanilla Extract  1/4 cup Cranberries  1/4 cup White Chocolate , chopped",20.0,60.0,"Start making this Dried cranberry and white chocolate chip biscotti by preheating the convection oven to 180 degree Celsius.Meanwhile, line a cookie sheet with parchment paper or grease well.Sift or whisk together the flour, baking powder, and salt. Keep aside.With an electric mixer or hand whisk, beat together the butter and sugar until light and fluffy.Add the vanilla and beat until mixed well.Add the egg and beat until incorporated.Add the flour mixture and beat until soft dough forms.Fold in the dried cranberries and chocolate chips at this stage.Shape into a log of a centimeter and more in thickness, approximately 20 x 4 cms in size.Bake in the preheated oven for 20-25 minutes until firm to touch.Remove from oven and when cool enough to handle, slice using a serrated knife into slices of about 1.5 cm thickness.Place cut side up on your lined baking sheet and bake again at the same temperature for about 18-20 minutes. They will be hardened by now.Cool completely on sheet and store Dried Cranberry & White Chocolate Chip Biscotti Recipe immediately in an airtight container until required.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/akshatha/Dried_cranberry_and_white_chocolate_chip_biscotti.jpg
Oatmeal Cherry Cookies Recipe,Oatmeal Cherry Cookies is a chocolate to treat to those oatmeal lovers with a cherry punch in it. This recipe has the richness of oatmeal that is topped with cherries. A treat that should be enjoyed with your cup of coffee or tea. It can be prepared for a party at your home and even packed for your kid's snack box. ,Continental,Snack,Vegetarian,"All Purpose Flour (Maida), Instant Oats (Oatmeal), Baking powder, Salt, Butter (Salted), Caster Sugar, Curd (Dahi / Yogurt), Vanilla Extract, Canned Cherries",2 cups All Purpose Flour (Maida)  2 cups Instant Oats (Oatmeal)  1 teaspoon Baking powder  1/2 teaspoon Salt  3/4 cup Butter (Salted)  1 cup Caster Sugar  2 tablespoon Curd (Dahi / Yogurt)  1 teaspoon Vanilla Extract  1/2 cup Canned Cherries,20.0,60.0,"To begin with the Oatmeal Cherry Cookies Recipe first, preheat the oven to 180 C. Line a baking sheet with parchment paper and keep aside.Sift the baking powder, flour and salt in a large mixing bowl. Using a beater, combine the butter, sugar, yogurt and vanilla essence until fluffy. Gradually add the flour mixture, along with oats and beat or knead well until combined.Roll the oatmeal cookie dough into balls, make a dent in the center and place the cherries in the dent. Place the shaped oatmeal cherry cookies on the baking sheet.Bake in the oven for about 10 to 12 minutes until crisp, golden brown and the cookies are crackling.Once done remove the cherry cookies from the oven and allow them to cool. Serve the Oatmeal Cherry Cookies as a Palak Bhajia Recipe (Spinach Pakoras)",https://www.archanaskitchen.com/images/archanaskitchen/Dessert_Cookies/Chocolate_Cherry_Cookies_Recipe-1.jpg
Chocolate Nutella Lava Cookies Recipe,"Chocolate Nutella Lava Cookies Recipe is an irresistible treat to chocolate admirers. They are the Chewy, fudgey, gooey chocolate cookies stuffed with luscious Nutella. They have cocoa powder, chocochips in them and have smooth and gooey center filled with chewy nutella. These can be served during tea time or packed in to kids snack boxes or can just be had alone when you have sweet cravings during any time of the day!",Continental,Snack,Vegetarian,"All Purpose Flour (Maida), Butter (Unsalted), Sugar, Brown Sugar (Demerara Sugar), Whole Eggs, Cocoa Powder, Baking soda, Corn flour, Salt, Vanilla Extract, Nutella Spread, Chocolate chips","2 cups All Purpose Flour (Maida)  200 grams Butter (Unsalted)  1/2 cup Sugar  1/4 cup Brown Sugar (Demerara Sugar)  2 Whole Eggs  3/4 cup Cocoa Powder , unsweetened  1 teaspoon Baking soda  3 teaspoon Corn flour  1 teaspoon Salt  2 teaspoon Vanilla Extract  24 tablespoons Nutella Spread  1 cup Chocolate chips",20.0,60.0,"To prepare Chocolate Nutella Lava Cookies Recipe, on a Baking sheet lined with parchment paper/baking paper, drop 24 tablespoonful’s of nutella such that they do not touch each other and freeze for about an hour, until solid.In a medium bowl, add the flour, corn flour/cornstarch, cocoa powder, baking soda and salt; mix and keep aside.In another large bowl, add the butter, sugar and brown sugar and beat until light and fluffy (about 2 minutes).Add the eggs and vanilla; mix to combine, and then add the flour-cocoa mixture and mix everything together.Stir in the chocolate chips, reserving a few to top the cookies with.Now you need to divide the dough into 24 portions. I found it easiest working with a tablespoon and scooped out about 2-3 tablespoons of dough per portion; you could also use a 1/4 cup measure or eyeball it, whatever works for you.Once you have portioned the dough, roll it into balls then flatten the dough ball (I used my hands) and place a frozen nutella ball in the centre of each dough ball.Stretch the cookie dough from the sides so that the nutella ball in the centre is completely covered with the cookie dough. The nutella starts to melt pretty quickly so remove from the freezer in batches or just put it back into the freezer to harden.Place the cookies on a baking sheet about 2 inches apart, sprinkle with the left over chocolate chips and freeze for an hour.Preheat the Oven to 175 degrees Celsius.Bake cookies straight out of the freezer, for 12-15 minutes, on a baking sheet. Cookies are done when they’re slightly crispy around the edges and still soft in the center.Let the Chocolate Nutella Lava Cookies Recipe rest for about ten minutes before serving.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Bhavita/Chocolate_Nutella_Lava_Cookies.jpg
Chocolate Chip Cookies With Coconut Recipe,"We usually bake Chocolate Chip Cookies at home because it is easy to make and delicious to eat. This time I wanted to try something new and therefore I added coconut into it and it came out deliciously well. Now, I am never going back to the basic Chocolate Chip Cookies. Try these Chocolate Chip Cookies With Coconut and you will be addicted to them.",Continental,Snack,,"All Purpose Flour (Maida), Butter (Unsalted), Brown Sugar (Demerara Sugar), Sugar, Vanilla Extract, Whole Eggs, Salt, Baking soda, Baking powder, Chocolate chips, Dessicated Coconut","1-1/2 cup All Purpose Flour (Maida)  3/4 cup Butter (Unsalted) , softened at room temperature  1/2 cup Brown Sugar (Demerara Sugar)  1/2 cup Sugar  1 tablespoon Vanilla Extract  2 Whole Eggs  1/4 tablespoon Salt  1/2 tablespoon Baking soda  1 tablespoon Baking powder  1 cup Chocolate chips  1 cup Dessicated Coconut",20.0,25.0,"To begin making the Chocolate Chip Cookies With Coconut, preheat the oven at 180 degree.In a mixing bowl, add soft butter, brown sugar and white sugar all together with electric mixer or standing mixture.Beat eggs in the same mixture one by one and add the vanilla extract.In another bowl, mix together flour, baking soda and baking powder in a strainer and strain it to make uniform mixture.Add this uniform mixture in butter mixture and combine it well. Add coconut and chocolate chips in mixture. Mix it well.Take a baking tray and place baking sheet on it, using a small ice cream scoop, scoop out the cookie dough on prepared baking sheet. Make sure to place them a few inch apart from each other.Bake cookies for 10 to 12 minutes or until the edges turn to light golden in colour. Serve these Chocolate Chip Cookies With Coconut along with Cold Coffee Smoothie and Grilled Spicy Potato Sandwich for a tea time break.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/Chocolate_chip_cookies_with_Coconut_1600.jpg
Healthy Rose Cookies Recipe With Persian Twist,"Healthy Rose Cookies Recipe With Persian Twist is a whole wheat eggless cookie made with added dates, pistachios and rose petals. This decadent cookie will be sweetened with date syrup and not regular cane sugar to make it even richer and healthier. The rose glaze is freshly prepared to be spread on the cookies for color and drool-worthy taste.",,,,"Whole Wheat Flour, Sooji (Semolina/ Rava), Gram flour (besan), Dessicated Coconut, Rose Petals, Dates, Pistachios, Butter (Salted), Baking powder, Sugar, Rose Petals, Water","1 cup Whole Wheat Flour  1/4 cup Sooji (Semolina/ Rava)  1/4 cup Gram flour (besan)  1/4 cup Dessicated Coconut  1 cup Rose Petals  1/2 cup Dates  2 tablespoons Pistachios , coarsely broken  3/4 cup Butter (Salted) , at room temperature  1 teaspoon Baking powder For Rose Glaze/ Reduction 3 tablespoon Sugar  1/2 cup Rose Petals  1 tablespoon Water",,,"Before we start making Healthy Rose Cookies Recipe With Persian Twist, make sure all the ingredients required are at room temperature.Mix together the dry ingredients- flour, semolina, coconut, baking powder and dried rose petals.Now, gently add in butter, date syrup, and knead the mix to form a crumbly dough, then knead to make a firm cookie dough. Set aside.To prepare the glaze or rose reduction, add sugar, rose petals and water in a pan and heat on a low flame till the rose juice gets evenly dissolved and the mixture turns pinkish and turbid. Keep aside to cool.Preheat Oven to 200 degrees Celsius.Roll out the cookie dough and cut to the round shape with a Cookie cutter. Add and gently press some broken pistachios into each cookie.Arrange them on a Baking sheet on the baking tray and bake in the oven for about 20 minutes or till done.Glaze the rose reduction/glaze on your cookies with the help of a basting brush for that shiny layer and texture.Serve Healthy Rose Cookies Recipe With Persian Twist with Qahwa and Lentil Tabbouleh during snack time. ",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Akansha_Bansal/Eggless_Persian_Rose_Cookies.jpg
Mexican Wedding Cookie Recipe,Mexican Wedding Cookies are packed with almonds and not to mention the good old butter that makes all cookies delicious and I would like to call them almond cookies. My aunty used to bake these cookies so often and I was super happy when she shared this super delicious cookie. My children and my entire family loves them.,Continental,Snack,Vegetarian,"All Purpose Flour (Maida), Butter (Salted), Caster Sugar, Vanilla Extract, Water, Whole Almonds (Badam), Icing Sugar","2 cups All Purpose Flour (Maida)  1 cup Butter (Salted)  1/2 cup Caster Sugar  2 teaspoons Vanilla Extract  2 teaspoons Water  1 cup Whole Almonds (Badam) , blanched, de skinned, roasted and chopped  1/2 cup Icing Sugar , for dusting",20.0,45.0,"To begin making the Mexican Wedding Cookie Recipe, first blanch the almonds and  remove the skin. Once done, roast the almonds in the oven at 160 C until crisp.Once well roasted cool the almonds. Once the almonds are cool, pound them into a coarse mixture. You should feel some tiny pieces of almonds in this mixture.In the a mixing bowl or the bowl of your stand mixer, beat the butter and sugar until light and fluffy. Add in the vanilla essence, water, the flour and almonds in that order and beat until well blended and all the ingredients are well combined. This mixture will be a ball of cookie dough. Cover the cookie dough with a clingfilm and refrigerate for 3 hours.Preheat oven to 175 C and line a baking sheet with parchment paper and keep aside.Shape mexican cookie dough into balls of 1.5 to 2 inch diameter. Place the rolled dough portions on the prepared baking sheet. Set to bake in the oven for 15 to 20 minutes until you notice slight cracks on the surface and the cookie is turning golden color.Remove from baking sheet from the oven and place the cookies to cool completely on the wire racks.Once the Mexican Wedding Cookies have cooled completely dust them completely in confectioners' sugar and serve.Store in an airtight container in the refrigerator for a couple of weeks.",https://www.archanaskitchen.com/images/archanaskitchen/Dessert_Cookies/Mexican_Wedding_Cookie_Recipe-1.jpg
Eggless Saffron Laced Almond Cookies Recipe,"Eggless Saffron Laced Almond Cookies are eggless, buttery cookies, flavoured with a tinge of exotic saffron and a hint of cardamom.",Continental,Snack,Vegetarian,"Butter (Unsalted), Caster Sugar, All Purpose Flour (Maida), Cardamom Powder (Elaichi), Almond Meal (Badam Powder), Saffron strands, Salt, Whole Almonds (Badam)","1/2 cup Butter (Unsalted) , softened  1/2 cup Caster Sugar , powdered  1 cup All Purpose Flour (Maida)  1/4 teaspoon Cardamom Powder (Elaichi)  1/4 cup Almond Meal (Badam Powder) Saffron strands , few, soaked in 2 tablespoons of warm milk  1/4 teaspoon Salt Whole Almonds (Badam) , few, finely chopped and sliced for topping",15.0,30.0,"To begin making the Eggless Saffron Laced Almond Cookies recipe, soak the saffron in warm milk and keep aside for about 30 minutes.In a mixing bowl, using a whisk or spoon, mix the maida, salt and badam powder.In another bowl, beat the softened butter with a beater or by hand till softened.Add the sugar to the softened butter and beat well to a light and fluffy mixture. Add half of the flour mixture and mix gently.Pour in the rest of the flour and saffron in milk and mix gently to a soft dough.If the dough is sticky, add a tablespoon or more of flour and if it is dry, add a few teaspoons of milk to make a soft dough that does not stick to your hands.Wrap the dough in plastic wrap and refrigerate for about 15 minutes (optional, but helps in preventing the cookie from spreading too much).Meanwhile, preheat the oven to 350 degrees Fahrenheit or 180 degrees Centigrade.Grease a large baking pan with butter or oil or line with parchment paper.Take the dough out of the refrigerator and make small 1-inch balls and place them fairly apart on the baking sheet.Press half of a badam or almond on top of some and chopped badam in the rest. (While baking one batch of cookies, place the rest of the dough, covered in the refrigerator).Repeat with the rest of the dough.Bake in preheated oven for about 20 to 22 minutes till edges are slightly brown.Remove from oven and leave on baking pan to cool slightly. At this stage, the cookies will be soft.After about a minute or two, gently remove the cookies from the pan and place on wire rack to cool completely.Once cool, store in airtight box and enjoy these crispy and saffron laced almond butter cookies.Eggless Saffron Laced Almond Cookies goes great with coffee or masala tea and perfect to share with family and friends at a tea party with Grilled Rajma Masala Sandwich and Coconut & Ricotta Dip with Banana Chips.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Vanitha/Eggless_Saffronlaced_Almond_Cookies.jpg
Oats And Date Cookie Recipe,"Oats and Dates Cookie is crispy outside and soft inside. It's also healthy because ti is filled with goodness of wheat flour, oats and dates.",Continental,Snack,Vegetarian,"Instant Oats (Oatmeal), Whole Wheat Flour, Dates, Brown Sugar (Demerara Sugar), Oil, Baking powder, Baking soda, Vanilla Extract","1 cup Instant Oats (Oatmeal) , (instant variety)  1/2 cup Whole Wheat Flour  1/2 cup Dates , chopped  1/2 cup Brown Sugar (Demerara Sugar)  1/2 cup Oil , or Ghee  1 teaspoon Baking powder  1/2 teaspoon Baking soda  2 teaspoons Vanilla Extract",15.0,30.0,"To begin making the Oats And Date Cookie recipe, preheat oven to 180° C. Grind instant oats coarsely in a blender and add it to mixing bowl.Add wheat flour, baking powder and baking soda to oats in the bowl and mix well.In separate bowl, mix together oil, sugar, chopped dates and vanilla essence until the sugar dissolves.Now add the flour into wet ingredients and mix to get crumbs like consistency.Add milk to it and mix well in hand to get soft and sticky dough.Make small balls in dough and press gently to make small circles. Make impressions using a fork and repeat with remaining dough.Arrange them in lined baking tray and bake for 20 to 25 minutes at 180° C in preheated oven.Once baked, let it completely cool and store in airtight container. Serve Oats And Date Cookie along with a hot cup of Masala Chai and Cheese Cucumber sandwich for your tea time break.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Swathy_Nandhini_/oats_dates_1600.jpg
Gingerbread Man Whole Grain Cookie Recipe,These Gingerbread Man Cookies are made from whole grain flours like Finger Millet (ragi) and Wheat and the children love cutting the dough into gingerbread man shapes using the cookie cutters. They are delicious and makes a perfect snack. ,Continental,Snack,Vegetarian,"Butter (Salted), Ragi Flour (Finger Millet/ Nagli), Whole Wheat Flour, Salt, Dry ginger powder, Cinnamon Powder (Dalchini), Baking powder, Brown Sugar (Demerara Sugar), Honey, Vanilla Extract","3/4 cup Butter (Salted) , softened  1 cup Ragi Flour (Finger Millet/ Nagli)  2 cups Whole Wheat Flour  1/4 teaspoon Salt  2 teaspoons Dry ginger powder , powdered  1 teaspoon Cinnamon Powder (Dalchini)  1 teaspoon Baking powder  3/4 cup Brown Sugar (Demerara Sugar)  1/2 cup Honey  1 teaspoon Vanilla Extract",15.0,45.0,"To begin making the Gingerbread Man Whole Grain Cookie Recipe, mix flour, ginger, cinnamon, baking powder, and salt in large bowl. Set aside.Beat butter and brown sugar in large bowl with electric mixer on medium speed until light and fluffy. Add honey and vanilla and mix until well combined.Gradually add in flour mixture and beat on low speed until all the flour is well combined into the butter mixture. Removed the dough from the bowl and place on a flat surface and press dough into a thick flat disk. Wrap the dough in plastic wrap and refrigerate four hours or overnight.Preheat oven to 180 C.Remove the dough from the refrigerator and place on a lightly floured surface. Roll out dough into a large circle of 1/4-inch thickness. Use the gingerbread man cookie cutter and cut them into gingerbread man shapes.Place them on a baking sheet keeping a 1 inch distance between each cookie.  Place the baking sheet into the preheated oven and bake for 8 to 10 minutes or until edges of cookies begin to brown.Remove from the oven and allow them to cool on baking sheets  for about 5 minutes before removing them. The heat from the baking sheets bakes them a litttle longer. Once cooled transfer them to wire racks and cool completely.Decorate cooled Gingerbread Man Whole Grain Cookie as desired using royal icing and serve as a snack or for the christmas holiday season.Store cookies in airtight container. Serve Gingerbread Man Cookies along with hot Masala Chai for your tea time break.",https://www.archanaskitchen.com/images/archanaskitchen/Dessert_Cookies/Gingerbread_Man_Whole_Grain_Cookie_Recipe-1.jpg
Shortbread Cookies With Citrus Zest Recipe,"Shortbread cookies With Citrus Zest Recipe are yummy crumbly soft butter cookies made with a few ingredients. They have a very light buttery texture and tastes incredibly good. You can top them with caramel, meringue, or lime zest. You can also use avocado instead of butter and make a vegan low-fat version of this cookie. But the cookies will be greener with avocados.",Continental,Snack,Vegetarian,"All Purpose Flour (Maida), Sugar, Butter (Salted), Baking powder, Lemon zest, Orange Zest (Rind), Kosher salt",1 cup All Purpose Flour (Maida)  1/4 cup Sugar  1/2 cup Butter (Salted)  1/2 teaspoon Baking powder  1 teaspoon Lemon zest  1 teaspoon Orange Zest (Rind)  1 pinch Kosher salt,25.0,35.0,"To start preparing Shortbread Cookies With Citrus Zest Recipe, cream together the butter and sugar, saving 2 teaspoons for later use, and form a fluffy mix.Mix the dry ingredients, flour, baking powder and kosher salt, add in the creamed sugar and butter to it.Knead to form a crumbly dough and let it refrigerate for at least 20 minutes.After 20 minutes, knead the dough along with orange zest, lemon zest and sugar, roll out the dough and using a cookie cutter, cut out shapes of your choice.Bake in an Oven at 375 degrees Fahrenheit on a greased baking sheet for 8-10 minutes rotating the baking tray halfway in between if needed, for even cooking.Serve Shortbread Cookies With Citrus Zest Recipe with tea or milk during teatime, pair it up with Iced Tea Recipe and Corn and Paneer Baked Samosa Recipe or just binge whenever you are hungry.",https://www.archanaskitchen.com/images/archanaskitchen/cookies/eggless_citrus_zest_shortbread_cookies_recipe.jpg
Giant Chocolate Chunk Cookie Recipe with Walnuts,"Here is a delicious recipe of a Giant Chocolate Chunk Cookie that has crunchy toasted walnuts. What can be a better pleasure with cookies made from real chocolate. Yea, these cookies are absolutely delicious, made from bittersweet dark chocolate and some toffee bits and not to miss out the walnuts.",Continental,Snack,Vegetarian,"All Purpose Flour (Maida), Baking powder, Salt, Butter (Salted), Caster Sugar, Brown Sugar (Demerara Sugar), Whole Eggs, Dark chocolate, Walnuts","2-1/2 cups All Purpose Flour (Maida)  1 teaspoon Baking powder  1 teaspoon Salt  1 cup Butter (Salted) , softened  3/4 cup Caster Sugar  1/4 cup Brown Sugar (Demerara Sugar)  2 Whole Eggs  180 grams Dark chocolate  1/2 cup Walnuts , toasted and chopped",20.0,45.0,"To begin making the Giant Chocolate Chunk Cookie Recipe, preheat the oven to 180 C. Prepare the baking sheet by lining it with parchment paperIn a large bowl, combine the flour, baking powder, and salt and keep aside.Cream the butter, sugar and vanilla until light and fluffy. Add the eggs one at a time and beat well. Add the chocolate chips, walnuts and gradually beat in the flour to the butter mixture until well blended and just about combined.Scrape the sides of the bowl, cover with a plastic wrap and refrigerate at least for one hour or until chilled and firm.Drop heaping tablespoons of dough into the prepared sheets, spacing them 2-1/2 inches apart. The cookies expand while baking, so take care to give space.Place the baking sheet to the oven and bake the cookies for about 12 minutes or until the top starts to crack and dry and golden brown. The cookies will be soft to touch. Do not over bake, they will firm up as they cool.Let the Chocolate Chunk cookies sit on the baking sheet for a few minutes, they cook a little more while sitting on the heat. Gently transfer them to wire racks to cool completely.Store the Giant Chocolate Chunk Cookie in airtight containers and serve them as desired.",https://www.archanaskitchen.com/images/archanaskitchen/Dessert_Cookies/Giant_Chocolate_Chunk_Cookie_Recipe_with_Walnuts-1.jpg
Thumbprint Cookie Recipe With Orange Curd Recipe,"Thumbprint cookies with Orange Curd are crumbly and delicious, melt in the mouth cookies are a cookie lover’s delight. The original recipe uses lemon curd but I decided to try a variation instead. I kept the lemon juice and zest in the recipe.",Continental,Snack,Eggetarian,"Butter (Unsalted), Icing Sugar, Egg yolks, Lemon zest, Lemon juice, Kosher salt, All Purpose Flour (Maida), Orange curd, Sugar","250 grams Butter (Unsalted) , at room temperature  110 grams Icing Sugar  2 Egg yolks  1 tablespoon Lemon zest  1 tablespoon Lemon juice  1/2 teaspoon Kosher salt  600 grams All Purpose Flour (Maida)  1 cup Orange curd  1-2 tablespoons Sugar , powdered",15.0,45.0,"To begin making the Thumbprint Cookie Recipe with Orange Curd, heat oven to 180 C. Line 2 cookie trays with parchment paper and keep aside.Beat butter and sugar in a large bowl with mixer until well blended. Beat in yolks, lemon zest, lemon juice, and salt. With mixer on low speed, beat in flour just until moist clumps form. Gather dough together.Take walnut sized balls of dough and roll them well. Place cookie dough balls on the trays with about 1 inch between them.Make an indentation in the center of each ball with your thumb.Bake cookies until firm and lightly golden on bottom, about 18 to 20 minutes.Remove cookies from oven and immediately fill indentations with curd or jam. Return to oven and bake 2-3 minutes longer to set curd/ jamWhen done, dust the cookies with powdered sugar before serving.Serve Thumbprint Cookie Recipe With Orange Curd along with hot Masala Chai for your tea time break.",https://www.archanaskitchen.com/images/archanaskitchen/Dessert_Cookies/Thumbprint_Cookie_Recipe_with_Orange_Curd-1.jpg
